Time   Sensor_status 
1491295318.950608 1152.000000 
1491295318.992618 1152.000000 
1491295319.034616 1152.000000 
1491295319.076669 1152.000000 
1491295319.124707 1152.000000 
1491295319.166646 1152.000000 
1491295319.208613 1152.000000 
1491295319.250590 1152.000000 
1491295319.304601 1152.000000 
1491295319.370678 1152.000000 
1491295319.442488 1152.000000 
1491295319.496572 1152.000000 
1491295319.538778 1152.000000 
1491295319.586623 1152.000000 
1491295319.628626 1152.000000 
1491295319.670918 1152.000000 
1491295319.712630 1152.000000 
1491295319.754702 1152.000000 
1491295319.808622 1152.000000 
1491295319.850685 1152.000000 
1491295319.892629 1152.000000 
1491295319.934635 1152.000000 
1491295319.976651 1152.000000 
1491295320.024698 1152.000000 
1491295320.066532 1152.000000 
1491295320.108854 1152.000000 
1491295320.150698 1152.000000 
1491295320.192602 1152.000000 
1491295320.252646 1152.000000 
1491295320.312647 1152.000000 
1491295320.378622 1152.000000 
1491295320.420570 1152.000000 
1491295320.468643 1152.000000 
1491295320.510657 1152.000000 
1491295320.552732 1152.000000 
1491295320.594783 1152.000000 
1491295320.637555 1152.000000 
1491295320.684769 1152.000000 
1491295320.738525 1152.000000 
1491295320.780778 1152.000000 
1491295320.822633 1152.000000 
1491295320.864614 1152.000000 
1491295320.912604 1152.000000 
1491295320.954716 1152.000000 
1491295320.996807 1152.000000 
1491295321.038666 1152.000000 
1491295321.080659 1152.000000 
1491295321.128735 1152.000000 
1491295321.182712 1152.000000 
1491295321.242665 1152.000000 
1491295321.308507 1152.000000 
1491295321.356779 1152.000000 
1491295321.398660 1152.000000 
1491295321.440702 1152.000000 
1491295321.482718 1152.000000 
1491295321.524744 1152.000000 
1491295321.572726 1152.000000 
1491295321.614599 1152.000000 
1491295321.668719 1152.000000 
1491295321.710737 1152.000000 
1491295321.752763 1152.000000 
1491295321.812761 1152.000000 
1491295321.854647 1152.000000 
1491295321.896668 1152.000000 
1491295321.938600 1152.000000 
1491295321.980591 1152.000000 
1491295322.028602 1152.000000 
1491295322.070595 1152.000000 
1491295322.124621 1152.000000 
1491295322.184649 1152.000000 
1491295322.256582 1152.000000 
1491295322.298806 1152.000000 
1491295322.340725 1152.000000 
1491295322.382580 1152.000000 
1491295322.424630 1152.000000 
1491295322.472672 1152.000000 
1491295322.514626 1152.000000 
1491295322.556769 1152.000000 
1491295322.610614 1152.000000 
1491295322.652625 1152.000000 
1491295322.700754 1152.000000 
1491295322.742694 1152.000000 
1491295322.784620 1152.000000 
1491295322.826635 1152.000000 
1491295322.868741 1152.000000 
1491295322.916779 1152.000000 
1491295322.958731 1152.000000 
1491295323.000665 1152.000000 
1491295323.054594 1152.000000 
1491295323.114602 1152.000000 
1491295323.186684 1152.000000 
1491295323.228844 1152.000000 
1491295323.270842 1152.000000 
1491295323.312740 1152.000000 
1491295323.354566 1152.000000 
1491295323.402582 1152.000000 
1491295323.444654 1152.000000 
1491295323.486695 1152.000000 
1491295323.540884 1152.000000 
1491295323.582639 1152.000000 
1491295323.630566 1152.000000 
1491295323.672540 1152.000000 
1491295323.714522 1152.000000 
1491295323.756572 1152.000000 
1491295323.798641 1152.000000 
1491295323.840556 1152.000000 
1491295323.882634 1152.000000 
1491295323.924851 1152.000000 
1491295323.978669 1152.000000 
1491295324.044568 1152.000000 
1491295324.110573 1152.000000 
1491295324.164609 1152.000000 
1491295324.206768 1152.000000 
1491295324.248675 1152.000000 
1491295324.290868 1152.000000 
1491295324.332540 1152.000000 
1491295324.374541 1152.000000 
1491295324.416547 1152.000000 
1491295324.470690 1152.000000 
1491295324.518610 1152.000000 
1491295324.560654 1152.000000 
1491295324.602661 1152.000000 
1491295324.644631 1152.000000 
1491295324.686753 1152.000000 
1491295324.734631 1152.000000 
1491295324.776632 1152.000000 
1491295324.818568 1152.000000 
1491295324.860647 1152.000000 
1491295324.914565 1152.000000 
1491295324.980751 1152.000000 
1491295325.046581 1152.000000 
1491295325.088481 1152.000000 
1491295325.130557 1152.000000 
1491295325.178623 1152.000000 
1491295325.220604 1152.000000 
1491295325.262581 1152.000000 
1491295325.304674 1152.000000 
1491295325.346777 1152.000000 
1491295325.407148 1152.000000 
1491295325.448566 1152.000000 
1491295325.490756 1152.000000 
1491295325.532720 1152.000000 
1491295325.574521 1152.000000 
1491295325.622602 1152.000000 
1491295325.664580 1152.000000 
1491295325.706693 1152.000000 
1491295325.748802 1152.000000 
1491295325.790703 1152.000000 
1491295325.850533 1152.000000 
1491295325.910702 1152.000000 
1491295325.976788 1152.000000 
1491295326.018701 1152.000000 
1491295326.066599 1152.000000 
1491295326.108584 1152.000000 
1491295326.150711 1152.000000 
1491295326.192541 1152.000000 
1491295326.234712 1152.000000 
1491295326.276593 1152.000000 
1491295326.337255 1152.000000 
1491295326.378593 1152.000000 
1491295326.420654 1152.000000 
1491295326.474808 1152.000000 
1491295326.522722 1152.000000 
1491295326.564655 1152.000000 
1491295326.606614 1152.000000 
1491295326.648515 1152.000000 
1491295326.690710 1152.000000 
1491295326.738656 1152.000000 
1491295326.792546 1152.000000 
1491295326.852627 1152.000000 
1491295326.918520 1152.000000 
1491295326.966604 1152.000000 
1491295327.008513 1152.000000 
1491295327.050619 1152.000000 
1491295327.092693 1152.000000 
1491295327.134664 1152.000000 
1491295327.176539 1152.000000 
1491295327.224633 1152.000000 
1491295327.278649 1152.000000 
1491295327.320653 1152.000000 
1491295327.362697 1152.000000 
1491295327.410564 1152.000000 
1491295327.452557 1152.000000 
1491295327.494768 1152.000000 
1491295327.536620 1152.000000 
1491295327.578603 1152.000000 
1491295327.620585 1152.000000 
1491295327.668727 1152.000000 
1491295327.722750 1152.000000 
1491295327.782598 1152.000000 
1491295327.848678 1152.000000 
1491295327.896645 1152.000000 
1491295327.938642 1152.000000 
1491295327.980743 1152.000000 
1491295328.022516 1152.000000 
1491295328.064592 1152.000000 
1491295328.112649 1152.000000 
1491295328.154750 1152.000000 
1491295328.208559 1152.000000 
1491295328.250728 1152.000000 
1491295328.292566 1152.000000 
1491295328.334677 1152.000000 
1491295328.376666 1152.000000 
1491295328.418814 1152.000000 
1491295328.460546 1152.000000 
1491295328.502625 1152.000000 
1491295328.550618 1152.000000 
1491295328.592714 1152.000000 
1491295328.646576 1152.000000 
1491295328.706714 1152.000000 
1491295328.778586 1152.000000 
1491295328.832588 1152.000000 
1491295328.874612 1152.000000 
1491295328.916567 1152.000000 
1491295328.958556 1152.000000 
1491295329.006561 1152.000000 
1491295329.048560 1152.000000 
1491295329.090839 1152.000000 
1491295329.144483 1152.000000 
1491295329.186666 1152.000000 
1491295329.234614 1152.000000 
1491295329.276657 1152.000000 
1491295329.318739 1152.000000 
1491295329.360502 1152.000000 
1491295329.402582 1152.000000 
1491295329.450654 1152.000000 
1491295329.492614 1152.000000 
1491295329.534722 1152.000000 
1491295329.588502 1152.000000 
1491295329.648677 1152.000000 
1491295329.720675 1152.000000 
1491295329.762715 1152.000000 
1491295329.804589 1152.000000 
1491295329.846552 1152.000000 
1491295329.895256 1152.000000 
1491295329.937294 1152.000000 
1491295329.978630 1152.000000 
1491295330.020657 1152.000000 
1491295330.074601 1152.000000 
1491295330.122686 1152.000000 
1491295330.164569 1152.000000 
1491295330.206635 1152.000000 
1491295330.248667 1152.000000 
1491295330.290690 1152.000000 
1491295330.338594 1152.000000 
1491295330.380870 1152.000000 
1491295330.422584 1152.000000 
1491295330.464730 1152.000000 
1491295330.518617 1152.000000 
1491295330.584586 1152.000000 
1491295330.650661 1152.000000 
1491295330.692499 1152.000000 
1491295330.734623 1152.000000 
1491295330.776649 1152.000000 
1491295330.824498 1152.000000 
1491295330.866593 1152.000000 
1491295330.908549 1152.000000 
1491295330.950570 1152.000000 
1491295331.004566 1152.000000 
1491295331.052464 1152.000000 
1491295331.094661 1152.000000 
1491295331.148588 1152.000000 
1491295331.190500 1152.000000 
1491295331.238653 1152.000000 
1491295331.280542 1152.000000 
1491295331.322640 1152.000000 
1491295331.364674 1152.000000 
1491295331.406696 1152.000000 
1491295331.466750 1152.000000 
1491295331.526668 1152.000000 
1491295331.592571 1152.000000 
1491295331.634607 1152.000000 
1491295331.676592 1152.000000 
1491295331.724587 1152.000000 
1491295331.766684 1152.000000 
1491295331.808507 1152.000000 
1491295331.850720 1152.000000 
1491295331.892557 1152.000000 
1491295331.952624 1152.000000 
1491295331.994710 1152.000000 
1491295332.036662 1152.000000 
1491295332.078726 1152.000000 
1491295332.120679 1152.000000 
1491295332.168711 1152.000000 
1491295332.210890 1152.000000 
1491295332.252548 1152.000000 
1491295332.294510 1152.000000 
1491295332.336505 1152.000000 
1491295332.396539 1152.000000 
1491295332.456594 1152.000000 
1491295332.522554 1152.000000 
1491295332.564607 1152.000000 
1491295332.612736 1152.000000 
1491295332.654638 1152.000000 
1491295332.696624 1152.000000 
1491295332.738705 1152.000000 
1491295332.780566 1152.000000 
1491295332.828567 1152.000000 
1491295332.882502 1152.000000 
1491295332.924538 1152.000000 
1491295332.966533 1152.000000 
1491295333.008528 1152.000000 
1491295333.056609 1152.000000 
1491295333.098563 1152.000000 
1491295333.140746 1152.000000 
1491295333.182629 1152.000000 
1491295333.224611 1152.000000 
1491295333.272618 1152.000000 
1491295333.326548 1152.000000 
1491295333.386683 1152.000000 
1491295333.452658 1152.000000 
1491295333.512516 1152.000000 
1491295333.554647 1152.000000 
1491295333.596528 1152.000000 
1491295333.638432 1152.000000 
1491295333.680569 1152.000000 
1491295333.728630 1152.000000 
1491295333.770531 1152.000000 
1491295333.824526 1152.000000 
1491295333.866591 1152.000000 
1491295333.908515 1152.000000 
1491295333.956543 1152.000000 
1491295333.998484 1152.000000 
1491295334.040553 1152.000000 
1491295334.082526 1152.000000 
1491295334.124673 1152.000000 
1491295334.172621 1152.000000 
1491295334.214499 1152.000000 
1491295334.268626 1152.000000 
1491295334.328552 1152.000000 
1491295334.400708 1152.000000 
1491295334.442476 1152.000000 
1491295334.484656 1152.000000 
1491295334.526631 1152.000000 
1491295334.568512 1152.000000 
1491295334.616432 1152.000000 
1491295334.658537 1152.000000 
1491295334.700577 1152.000000 
1491295334.754555 1152.000000 
1491295334.796587 1152.000000 
1491295334.844516 1152.000000 
1491295334.886624 1152.000000 
1491295334.928585 1152.000000 
1491295334.970725 1152.000000 
1491295335.012661 1152.000000 
1491295335.054673 1152.000000 
1491295335.096479 1152.000000 
1491295335.138727 1152.000000 
1491295335.192518 1152.000000 
1491295335.252471 1152.000000 
1491295335.324615 1152.000000 
1491295335.366516 1152.000000 
1491295335.408574 1152.000000 
1491295335.450599 1152.000000 
1491295335.492529 1152.000000 
1491295335.540598 1152.000000 
1491295335.582534 1152.000000 
1491295335.624548 1152.000000 
1491295335.678652 1152.000000 
1491295335.720514 1152.000000 
1491295335.768556 1152.000000 
1491295335.823015 1152.000000 
1491295335.864665 1152.000000 
1491295335.906616 1152.000000 
1491295335.954458 1152.000000 
1491295335.996598 1152.000000 
1491295336.038608 1152.000000 
1491295336.080743 1152.000000 
1491295336.134502 1152.000000 
1491295336.194461 1152.000000 
1491295336.260496 1152.000000 
1491295336.302608 1152.000000 
1491295336.344710 1152.000000 
1491295336.386612 1152.000000 
1491295336.434491 1152.000000 
1491295336.476662 1152.000000 
1491295336.518519 1152.000000 
1491295336.560527 1152.000000 
1491295336.614660 1152.000000 
1491295336.662489 1152.000000 
1491295336.704540 1152.000000 
1491295336.746510 1152.000000 
1491295336.788687 1152.000000 
1491295336.830641 1152.000000 
1491295336.878683 1152.000000 
1491295336.920653 1152.000000 
1491295336.962699 1152.000000 
1491295337.004466 1152.000000 
1491295337.058488 1152.000000 
1491295337.124576 1152.000000 
1491295337.190524 1152.000000 
1491295337.232512 1152.000000 
1491295337.274425 1152.000000 
1491295337.322570 1152.000000 
1491295337.364448 1152.000000 
1491295337.406520 1152.000000 
1491295337.448434 1152.000000 
1491295337.490691 1152.000000 
1491295337.550481 1152.000000 
1491295337.592471 1152.000000 
1491295337.634682 1152.000000 
1491295337.676698 1152.000000 
1491295337.718494 1152.000000 
1491295337.766598 1152.000000 
1491295337.808498 1152.000000 
1491295337.850566 1152.000000 
1491295337.892621 1152.000000 
1491295337.934521 1152.000000 
1491295337.994556 1152.000000 
1491295338.054540 1152.000000 
1491295338.120409 1152.000000 
1491295338.174557 1152.000000 
1491295338.222520 1152.000000 
1491295338.264460 1152.000000 
1491295338.306581 1152.000000 
1491295338.348460 1152.000000 
1491295338.390536 1152.000000 
1491295338.438669 1152.000000 
1491295338.492546 1152.000000 
1491295338.534711 1152.000000 
1491295338.576659 1152.000000 
1491295338.618529 1152.000000 
1491295338.666583 1152.000000 
1491295338.708612 1152.000000 
1491295338.750485 1152.000000 
1491295338.792569 1152.000000 
1491295338.834509 1152.000000 
1491295338.882571 1152.000000 
1491295338.936633 1152.000000 
1491295338.996511 1152.000000 
1491295339.062648 1152.000000 
1491295339.110565 1152.000000 
1491295339.152464 1152.000000 
1491295339.194612 1152.000000 
1491295339.236518 1152.000000 
1491295339.278652 1152.000000 
1491295339.320572 1152.000000 
1491295339.368699 1152.000000 
1491295339.422576 1152.000000 
1491295339.464656 1152.000000 
1491295339.506624 1152.000000 
1491295339.548472 1152.000000 
1491295339.590467 1152.000000 
1491295339.632504 1152.000000 
1491295339.674580 1152.000000 
1491295339.716552 1152.000000 
1491295339.758606 1152.000000 
1491295339.806567 1152.000000 
1491295339.860633 1152.000000 
1491295339.920609 1152.000000 
1491295339.986458 1152.000000 
1491295340.034512 1152.000000 
1491295340.076637 1152.000000 
1491295340.118561 1152.000000 
1491295340.160505 1152.000000 
1491295340.202456 1152.000000 
1491295340.250457 1152.000000 
1491295340.292533 1152.000000 
1491295340.346523 1152.000000 
1491295340.388482 1152.000000 
1491295340.430596 1152.000000 
1491295340.490619 1152.000000 
1491295340.532590 1152.000000 
1491295340.574539 1152.000000 
1491295340.616483 1152.000000 
1491295340.658474 1152.000000 
1491295340.706535 1152.000000 
1491295340.748708 1152.000000 
1491295340.802447 1152.000000 
1491295340.862510 1152.000000 
1491295340.934505 1152.000000 
1491295340.976670 1152.000000 
1491295341.018544 1152.000000 
1491295341.060593 1152.000000 
1491295341.102536 1152.000000 
1491295341.150539 1152.000000 
1491295341.192565 1152.000000 
1491295341.234394 1152.000000 
1491295341.288500 1152.000000 
1491295341.330443 1152.000000 
1491295341.378461 1152.000000 
1491295341.420468 1152.000000 
1491295341.462428 1152.000000 
1491295341.504543 1152.000000 
1491295341.546387 1152.000000 
1491295341.594580 1152.000000 
1491295341.636551 1152.000000 
1491295341.678556 1152.000000 
1491295341.732611 1152.000000 
1491295341.792608 1152.000000 
1491295341.864674 1152.000000 
1491295341.906641 1152.000000 
1491295341.948589 1152.000000 
1491295341.990469 1152.000000 
1491295342.038565 1152.000000 
1491295342.080408 1152.000000 
1491295342.122476 1152.000000 
1491295342.164438 1152.000000 
1491295342.218563 1152.000000 
1491295342.266457 1152.000000 
1491295342.308386 1152.000000 
1491295342.350498 1152.000000 
1491295342.392455 1152.000000 
1491295342.434472 1152.000000 
1491295342.482470 1152.000000 
1491295342.524490 1152.000000 
1491295342.566475 1152.000000 
1491295342.608501 1152.000000 
1491295342.662509 1152.000000 
1491295342.728680 1152.000000 
1491295342.794629 1152.000000 
1491295342.848524 1152.000000 
1491295342.890569 1152.000000 
1491295342.938415 1152.000000 
1491295342.980591 1152.000000 
1491295343.022496 1152.000000 
1491295343.064445 1152.000000 
1491295343.106514 1152.000000 
1491295343.160540 1152.000000 
1491295343.202532 1152.000000 
1491295343.244595 1152.000000 
1491295343.286483 1152.000000 
1491295343.328568 1152.000000 
1491295343.376442 1152.000000 
1491295343.418518 1152.000000 
1491295343.460601 1152.000000 
1491295343.502505 1152.000000 
1491295343.544437 1152.000000 
1491295343.604476 1152.000000 
1491295343.664538 1152.000000 
1491295343.730522 1152.000000 
1491295343.772492 1152.000000 
1491295343.814649 1152.000000 
1491295343.862530 1152.000000 
1491295343.904623 1152.000000 
1491295343.946539 1152.000000 
1491295343.988519 1152.000000 
1491295344.030376 1152.000000 
1491295344.090477 1152.000000 
1491295344.132579 1152.000000 
1491295344.174582 1152.000000 
1491295344.216418 1152.000000 
1491295344.258510 1152.000000 
1491295344.306522 1152.000000 
1491295344.348603 1152.000000 
1491295344.390440 1152.000000 
1491295344.432451 1152.000000 
1491295344.474637 1152.000000 
1491295344.534589 1152.000000 
1491295344.594593 1152.000000 
1491295344.660680 1152.000000 
1491295344.702558 1152.000000 
1491295344.750457 1152.000000 
1491295344.792441 1152.000000 
1491295344.834438 1152.000000 
1491295344.876703 1152.000000 
1491295344.918664 1152.000000 
1491295344.966475 1152.000000 
1491295345.020541 1152.000000 
1491295345.062453 1152.000000 
1491295345.104559 1152.000000 
1491295345.158417 1152.000000 
1491295345.206532 1152.000000 
1491295345.248582 1152.000000 
1491295345.290471 1152.000000 
1491295345.332659 1152.000000 
1491295345.374474 1152.000000 
1491295345.422424 1152.000000 
1491295345.476363 1152.000000 
1491295345.536486 1152.000000 
1491295345.602444 1152.000000 
1491295345.650459 1152.000000 
1491295345.692442 1152.000000 
1491295345.734433 1152.000000 
1491295345.776555 1152.000000 
1491295345.818516 1152.000000 
1491295345.866571 1152.000000 
1491295345.908422 1152.000000 
1491295345.962413 1152.000000 
1491295346.004529 1152.000000 
1491295346.046662 1152.000000 
1491295346.094447 1152.000000 
1491295346.136597 1152.000000 
1491295346.178570 1152.000000 
1491295346.220379 1152.000000 
1491295346.262412 1152.000000 
1491295346.310578 1152.000000 
1491295346.352440 1152.000000 
1491295346.406452 1152.000000 
1491295346.466458 1152.000000 
1491295346.538562 1152.000000 
1491295346.580533 1152.000000 
1491295346.622417 1152.000000 
1491295346.664460 1152.000000 
1491295346.706450 1152.000000 
1491295346.754396 1152.000000 
1491295346.796367 1152.000000 
1491295346.838480 1152.000000 
1491295346.892422 1152.000000 
1491295346.934437 1152.000000 
1491295346.982423 1152.000000 
1491295347.024483 1152.000000 
1491295347.066605 1152.000000 
1491295347.108387 1152.000000 
1491295347.150429 1152.000000 
1491295347.192445 1152.000000 
1491295347.240457 1152.000000 
1491295347.282444 1152.000000 
1491295347.336596 1152.000000 
1491295347.396456 1152.000000 
1491295347.468412 1152.000000 
1491295347.522360 1152.000000 
1491295347.564482 1152.000000 
1491295347.606474 1152.000000 
1491295347.648532 1152.000000 
1491295347.690533 1152.000000 
1491295347.732509 1152.000000 
1491295347.774493 1152.000000 
1491295347.828478 1152.000000 
